Description,Category
PREVAGEN 10MG CAP,OTC
CLARITIN 5MG REDITAB,OTC
PEPTO-BISMOL 262MG/15ML SUSP,OTC
LOTEPREDNOL 0.5% OPHTH GEL,RX
VEMLIDY 25MG TAB,RX
IV-OXACILLIN 2GM/50ML 0.9%NS,IV DRUG
IV-VANCO 1.5GM/500ML 0.9%NS,IV DRUG
ALA SCALP 2% LOTION,RX
IV-DAPTOmycin680MG/100ML0.9%NS,IV DRUG
CARISOPRODOL 250MG TAB,RX
CHLORASEPTIC 1.4% LIQUID,OTC
GENTIAN VIOLET 2% SOLUTION,OTC
methyPREDNISolone 32MG TAB,RX
HUMULIN R KWIKPEN 500U/ML,OTC
ICOSAPENT ETHYL 1GM CAPS,RX
AVYCAZ LATEX-FREE 0.94 GM 100 MLS (SODIUM CHLORIDE,IV DRUG
CAPTOPRIL 25MG TABLET,RX
MICONAZOLE 7 W/REUSABLE APPLIC 2 % CREAM/APPL,OTC
ELFOLATE 15MG TABLET,OTC
"FOLPLEX 2.2 S/F,A/F,LACTOSE FREE 0.5-2.2-25 TABLET",RX
VITAMIN B-2 100MG TABLET,OTC
LEVALBUTEROL HCL UD 0.31MG/3ML VIAL-NEB,RX
"OPTIVE SENSITIVE 30X0.4ML, P/F 0.5%-0.9% DROPERETT",OTC
METRONIDAZOLE W/5 APPLICATORS 0.75 % GEL W/APPL,RX
DULCOLAX 10MG SUPP.RECT,OTC
EFFER-K OUTER 25MEQ TABLET EFF,RX
ALLERGY RELIEF-NASAL DECONGEST NON-DROWSY 10MG-240,OTC
"HEPARIN SODIUM L/F, P/F, SUV, OUTER 5000UNIT/0.5ML",RX
"LEVOFLOXACIN-D5W OUTER,L/F,SINGLE USE 750 MG 150 M",IV DRUG
HYDROCODONE-ACETAMINOPHEN 10MG-325MG TABLET,RX
HYDROCODONE-CHLORPHENIRAMNE ER NONALCOHOLIC 10-8MG,RX
TIROSINT 13MCG CAPSULE,RX
LACOSAMIDE 100MG TABLET,RX
LACOSAMIDE 50MG TABLET,RX
EYSUVIS 0.25 % DROPS SUSP,RX
RISPERDAL CONSTA 50MG/2ML DISP SYRIN,RX
"CEFEPIME HCL 10'S, SDV, 50ML VIAL 2 GM 100 MLS (SO",IV DRUG
METHOTREXATE 25MG/1ML VIAL,RX
FERREX 28 151-200-1 TABLET,RX
LEVOFLOXACIN 250MG/10ML SOLUTION,RX
"FIASP FLEXTOUCH SUV, LATEX-FREE 100UNIT/1ML INSULN",RX
IBANDRONATE SODIUM UD 150MG TABLET,RX
METFORMIN HCL ER 1000MG TAB ER 24,RX
ALKA-SELTZER HEARTBURN 750MG-80MG TAB CHEW,OTC
"ROBITUSSIN COUGH & COLD CF CHILDREN'S, GRAPE 50-5-",OTC
TRETINOIN 0.05 % CREAM (G),RX
TIROSINT 88MCG CAPSULE,RX
MAGIC-LIDO/BENA/NYST/MAALOX ORAL SUSP,RX
buPROPion SR TAB 150MG,RX
CYCLOBENZAPRINE TAB 5MG,RX
DULoxetine DR CAP 60MG,RX
MYRBETRIQ ER TAB 50MG,RX
SPS POWDER 15GM (UD),RX
SODIUM BICARB TAB 650MG,OTC
ALBUTEROL HFA INHALER 90MCG,RX
DROPSAFE SAFETY PEN NEEDLE 31G,SUPPLY-NON IV
LISPRO KWIK 100U/ML (HumaLOG),RX
HYDROmorphone TAB 4MG,RX
ISOSORBIDE MONO ER TAB 30MG,RX
LANTUS SOLOSTAR 100U/ML,RX
METOPROLOL SUCC ER TAB 100MG,RX
POTASSIUM CL ER TAB 10MEQ,RX
FAMOTIDINE OTC TAB 20MG,OTC
AMOX/POT CLAV TAB 875/125MG,RX
STRESS FORMULA W/ZINC TAB,OTC
METOPROLOL SUCC ER TAB 50MG,RX
VITAMIN D3 CAP 50000U (1.25MG,OTC
METOPROLOL TART TAB 25MG,RX
LISPRO INJ 100U/ML (HumaLOG),RX
GLUCAGEN HYPOKIT,RX
GLUTOSE GEL,OTC
IPRAT/ALBUT INH SOLN 0.5/3MG,RX
VITAMIN D3 CAP 2000U (50MCG),OTC
BENZOYL PEROXIDE WASH 5%,OTC
REFRESH PLUS OPTH SOLN (UD),OTC
HYDROXYCHLOROQUINE TAB 200MG,RX
ACETAMINOPHEN CPLT 500MG,OTC
HEPARIN SOD INJ 5000U/ML,RX
MUCINEX ER TAB 600MG,OTC
POLYETH GLYC PWD PACKET (17GM),OTC
OYSTER CAL+D TAB 500MG/200U,OTC
VITAMIN D3 TAB 2000 (50MCG),OTC
VITAMIN D2 CAP 50000U (1.25MG,RX
VITAMIN D3 TAB 1000U (25MCG),OTC
METAMUCIL PKT (SMOOTH ORANGE),OTC
VITAMIN B-12 QUICKMELT 5000MCG,OTC
LANTUS INJ 100U/ML,RX
ELDERBERRY W/ZINC+VIT C LOZ,OTC
SULFA/TRIM DS TAB 800/160MG,RX
ZINC GLUC TAB 50MG,OTC
METOPROLOL TART TAB 50MG,RX
LIDOCAINE CRM 4%,OTC
FREESTYLE LIBRE SENSOR,SUPPLY-NON IV
OMEPRAZOLE OTC TAB 20MG,OTC
CARBID/LEVO TAB 25/100MG,RX
MEMANTINE TAB 5MG,RX
MEMANTINE TAB 10MG,RX
NIFEdipine ER TAB 60MG,RX
VITAMIN B COMPLEX W/C TAB,OTC
VAZALORE CAP 81MG,OTC
BIOFREEZE PAIN GEL 4% (CLEAR),OTC
MAGNESIUM OX TAB 250MG,OTC
AMPHET COMBO ER CAP 30MG,RX
ENOXAPARIN INJ 40MG/0.4ML,RX
SPS SUSP 15GM/60ML (UD),RX
VITAMIN B-12 INJ 1000MCG/ML,RX
CALCIUM ACETATE TAB 667MG,RX
guaiFENesin S/F LIQ 100MG/5ML,OTC
IV HEPARIN FLUSH 10U/ML (5ML),IV SUPPLY
IV SODIUM CL FLUSH 0.9% (5ML),IV SUPPLY
IV SOD CHLORIDE 0.9% (100ML),IV DRUG
IV SOD CHLORIDE 0.9% (1L),IV DRUG
PIPER/TAZOBACTAM INJ 3.375GM,IV DRUG
AMOX/POT CLAV SUSP 400MG/5ML,RX
ALBUTEROL INH SOLN 0.083%,RX
ANORO ELLIPTA 62.5/25MCG (#14),RX
ERGOCALCIFEROL DROPS 8000U/ML,OTC
MAGNESIUM OX TAB 400MG,OTC
ESOMEPRAZOLE CAP 20MG,RX
IV HEPARIN FLUSH 100U/ML (5ML),IV SUPPLY
KAPSPARGO SPRINKLE CAP 100MG,RX
VITAMIN B-12 TR TAB 1000MCG,OTC
KAPSPARGO SPRINKLE CAP 50MG,RX
hydrALAZINE TAB 100MG,RX
ISOSORBIDE MONO ER TAB 120MG,RX
LOSARTAN TAB 25MG,RX
NIFEdipine ER TAB 90MG,RX
RETACRIT INJ 10000U/ML,RX
JANUMET XR TAB 50/1000MG,RX
METOPROLOL TART TAB 37.5MG,RX
ENOXAPARIN INJ 30MG/0.3ML,RX
POLYETH GLYC PWD (510GM),OTC
SILVER SULFADIAZINE CRM 1%,RX
traMADol TAB 50MG,RX
EYE MULTIVITAMIN W/SOD TAB,OTC
SPIRONOLACTONE TAB 100MG,RX
MOXIFLOXACIN OPTH SOLN 0.5%,RX
MULTI-VITE LIQ,OTC
DOXYCYCLINE TAB 100MG,RX
RHOPRESSA OPTH SOLN 0.02%,RX
FERROUS SULF EC TAB 325MG,OTC
ALFUZOSIN ER TAB 10MG,RX
CALCIUM CITR+D TAB 315MG/250U,OTC
VITAMIN D3 TAB 5000U (125MCG),OTC
CLOTRIMAZOLE/BETAM CRM,RX
BISACODYL EC TAB 5MG,OTC
FIRVANQ SOLN 50MG/ML (150ML),RX
BACITRACIN OINT,OTC
LOPERAMIDE TAB 2MG,OTC
diltiaZEM ER CAP 180MG,RX
METOPROLOL SUCC ER TAB 200MG,RX
POTASSIUM CL ER TAB 8MEQ,RX
VITAMIN D3 TAB 400U (10MCG),OTC
REFRESH CLASSIC PF SOLN (UD),OTC
GOLD BOND MEDICATED LOTN,OTC
NIFEdipine ER TAB 30MG,RX
oxyCOD/APAP TAB 5/325MG (UD),RX
oxyCODONE/APAP TAB 5/325MG,RX
XTAMPZA ER CAP 13.5MG,RX
DULoxetine DR CAP 30MG,RX
METHOCARBAMOL TAB 500MG,RX
MUPIROCIN OINT 2%,RX
traMADol TAB 50MG (UD),RX
POTASSIUM CL ER TAB 20MEQ,RX
POTASSIUM CL PWD PKT 20MEQ,RX
METOPROLOL SUCC ER TAB 25MG,RX
AMMONIUM LACT LOTN 12%,OTC
DORZOLAM/TIMOLOL PF OPTH SOLN,RX
LUMIGAN OPTH SOLN 0.01%,RX
SUCRALFATE SUSP 1GM/10ML,RX
NITROFURANTOIN MONO CAP 100MG,RX
VITRON-C TAB (DYE-FREE),OTC
REGULOID S/F PWD (ORANGE),OTC
guaiFENesin DM SYR 100-10/5ML,OTC
ISOSORBIDE DIN TAB 20MG,RX
CYCLOBENZAPRINE ER CAP 15MG,RX
LOSARTAN/HCTZ TAB 100/12.5MG,RX
diphenhydrAMINE TAB 25MG,OTC
SEVELAMER CARB TAB 800MG,RX
RETACRIT INJ 3000U/ML,RX
LEVOTHYROXINE TAB 150MCG,RX
SOTALOL TAB 80MG,RX
TRESIBA FLEXTOUCH PEN 100U/ML,RX
HYDROCORTISONE CRM 1%,OTC
TRULICITY PEN 1.5MG/0.5ML,RX
IV SOTROVIMAB 500MG/100ML (KIT,IV DRUG
BIOTENE MOIST MOUTH SPRAY,OTC
LIDOCAINE ANORECTAL CRM 5%,OTC
SYSTANE BALANCE RESTORE OPTH,OTC
ICY HOT PATCH 5% (SMALL),OTC
EAR WAX REMOVAL DROPS 6.5%,OTC
FIRVANQ SOLN 25MG/ML (150ML),RX
IPRATROPIUM INH SOLN 0.02%,RX
LEVOTHYROXINE TAB 112MCG,RX
AMMONIUM LACT CRM 12%,RX
FOSFOMYCIN PWD PACKET 3GM,RX
methylPREDNISolone TAB 4MG,RX
methylPREDNISolone PAK 4MG,RX
LOSARTAN TAB 100MG,RX
HYOSCYAMINE ER TAB 0.375MG,RX
DIPHEN:LIDO:NYSTATIN 1:1:1,RX
NYSTATIN SUSP 100000U/ML,RX
LEVOTHYROXINE TAB 137MCG,RX
ENTRESTO TAB 49/51MG,RX
LOSARTAN/HCTZ TAB 100/25MG,RX
PREMARIN VAG CRM,RX
MINTOX MAX SUSP,OTC
SCALPICIN MAX STR SOLN,OTC
BRINZOLAMIDE OPTH SUSP 1%,RX
COENZYME Q10 GELCAP 100MG,OTC
FLUTIC/SALM DISKUS 250/50MCG,RX
ISOPTO TEARS SOLN 0.5%,OTC
ONDANSETRON ODT 8MG,RX
REPATHA SURECLICK 140MG/ML,RX
MIRTAZAPINE ODT 30MG,RX
FLUTICASONE NASAL SPRAY 50MCG,RX
HYDROmorphone TAB 2MG,RX
HYDROmorphone TAB 2MG (UD),RX
LISINOPRIL/HCTZ TAB 20/12.5MG,RX
SYSTANE HYDRATION PF OPTH (UD),OTC
SANTYL OINT,RX
SEVELAMER PWD PACKET 0.8GM,RX
IV VANCOMYCIN 750MG/D5W 150ML,IV DRUG
metroNIDAZOLE TAB 500MG,RX
buPROPion XL TAB 150MG,RX
NYSTATIN/TRIAMCIN CRM,RX
KETOCONAZOLE CRM 2%,RX
TACROLIMUS OINT 0.1%,RX
CALCIUM+D3 TAB 600MG/200U,OTC
HumuLIN N 100 UNITS/ML (3ML),OTC
hydroCHLOROthiazide TAB 12.5MG,RX
STRESS FORMULA TAB,OTC
DORZOL/TIMOLOL OPTH SOLN,RX
SYSTANE OPTH SOLN,OTC
CERAVE DAILY MOISTURIZING LOTN,OTC
ACIDOPHILUS/PECTIN TAB,OTC
OXcarbazepine TAB 300MG,RX
REFRESH TEARS OPTH SOLN,OTC
TUBERSOL PPD (10 TEST),RX
TRELEGY ELLIPTA 100MCG (#60),RX
FLORANEX PWD PACKET,OTC
PHENASEPTIC SPRAY 1.4%,OTC
ESOMEPRAZOLE CAP 40MG,RX
cycloSPORINE OPTH EMUL 0.05%,RX
FLUTIC/SALM DISKUS 500/50MCG,RX
HYDROcod/APAP TAB 5/325MG (UD),RX
HYDROcod/APAP TAB 5/325MG,RX
NITROGLYCERN SL TAB 0.4MG #25,RX
hydrOXYzine HCL TAB 10MG,RX
ENOXAPARIN INJ 80MG/0.8ML,RX
OXYBUTYNIN ER TAB 10MG,RX
ACIDOPHILUS CAP 500MM,OTC
oxyCODONE/APAP TAB 10/325MG,RX
DEXAMETHASONE TAB 4MG,RX
ICY HOT CRM (EXT STR),OTC
DEEP SEA NASAL SPRAY 0.65%,OTC
HYDROCORTISONE TAB 5MG,RX
IV AVYCAZ 1.25GM/100NS (KIT),IV DRUG
COMBIVENT RESPIMAT INH,RX
"INTERDRY MIS 10""X36""",IV SUPPLY
NYSTATIN CRM,RX
ACETAMIN/COD TAB #3 300/30MG,RX
buPROPion XL TAB 300MG,RX
diltiaZEM ER CAP 120MG,RX
MICONAZOLE VAG CRM (7D),OTC
SENNA-S TAB 8.6/50MG,OTC
SIMETHICONE CHEW 125MG,OTC
CALCIUM ACETATE CAP 667MG,RX
SULFA/TRIM TAB 400/80MG,RX
TRELEGY ELLIPTA 200MCG (#60),RX
GENTEAL SEVERE OPTH GEL 0.3%,OTC
METHYLPHENIDATE TAB 20MG,RX
AMOXICILLIN TAB 875MG,RX
XYLOCAINE INJ 1% (20ML),RX
IV SOD CHLORIDE 0.9% (250ML),IV DRUG
VANCOMYCIN INJ 1GM,IV DRUG
ALBUTEROL INH 0.63MG/3ML,RX
CLOBETASOL CRM 0.05%,RX
MEGESTROL TAB 40MG,RX
OZEMPIC PEN 0.25MG-0.5MG DOSE,RX
TOUJEO SOLOSTAR 300U/ML,RX
CLOTRIMAZ/BETAM DIP LOTN,RX
ORAJEL GEL 20%,OTC
DOXYCYCLINE HYC CAP 100MG,RX
LACTASE ENZYME TAB,OTC
ONE-A-DAY WOMEN'S TAB,OTC
OSTEO BI-FLEX+D TRIPLE STR TAB,OTC
diltiaZEM ER CAP 360MG,RX
TIMOLOL OPTH SOLN 0.5%,RX
ANORO ELLIPTA 62.5/25MCG (#60),RX
IV DEXTROSE 5% (1L),IV DRUG
NEUPRO PATCH 4MG/24HR,RX
HAIR/SKIN/NAILS TAB,OTC
HumuLIN R 100 UNITS/ML (3ML),OTC
ISOSORBIDE DIN TAB 10MG,RX
BAZA ANTIFUNGAL CRM 2%,OTC
CETAPHIL PRO ECZEMA LOTN 1%,OTC
oxyCODONE TAB 5MG (UD),RX
CHLORPHENIRAMINE TAB 4MG,OTC
FIBER LAX CAPL 625MG,OTC
MYRBETRIQ ER TAB 25MG,RX
MEGESTROL SUSP 40MG/ML,RX
NITROGLYCERIN SPRAY 0.4MG,RX
NYSTATIN PWD,RX
RANOLAZINE ER TAB 500MG,RX
SPIRIVA RESPIMAT 2.5MCG,RX
FLUTIC/SALM DISKUS 100/50MCG,RX
METOPROLOL TART TAB 100MG,RX
levETIRAcetam TAB 1000MG,RX
INCRUSE ELLIPTA 62.5MCG (#7),RX
LEVOCETIRIZINE TAB 5MG,RX
CERTAVITE W/ANTIOX TAB,OTC
ZINC GLUC TAB 25MG,OTC
tiZANidine CAP 6MG,RX
CALCIUM+D3 TAB 600MG/800U,OTC
DIVALPROEX DR TAB 250MG,RX
PROCHLORPERAZINE TAB 10MG,RX
ICAPS LUTEIN & OMEGA-3 CAP,OTC
LIDOCAINE VISC SOLN 2%,RX
IV D5W/0.45NS (1L),IV DRUG
morphine ER TAB 15MG,RX
SIROLIMUS TAB 0.5MG,RX
DESVENLAFAXINE ER TAB 100MG,RX
ENTRESTO TAB 97/103MG,RX
SODIUM CL TAB 1GM,OTC
CALCIUM CITR TAB 200MG,OTC
ERYTHROMYCIN OPTH OINT,RX
DAKIN'S QTR SOLN (0.125%),OTC
ARTIFICIAL TEARS OPTH SOLN,OTC
CALAMINE LOTN,OTC
OYSTER CAL+D TAB 250MG/125U,OTC
TRULICITY PEN 0.75/0.5ML,RX
VENLAFAXINE ER TAB 150MG,RX
IV SODIUM CL FLUSH 0.9% (10ML),IV SUPPLY
HYDROCORTISONE SUPP 25MG,RX
HYDROCORTISONE SUPP 30MG,RX
OLMESARTAN TAB 20MG,RX
PREVNAR 13 INJ (10 PACK),RX
NAFTIFINE CRM 1%,RX
morphine ER TAB 60MG,RX
LIDOCAINE JELLY 2%,RX
FISH OIL CAP 1200MG (OMEGA 3),OTC
LOSARTAN/HCTZ TAB 50/12.5MG,RX
METHENAMINE HIP TAB 1GM,RX
BUDES/FORMO INHALER 160/4.5MCG,RX
POTASSIUM TAB 595MG (99MG K),OTC
VITAMIN E CAP 400U (180MG),OTC
GARLIC CAP 500MG (ODORLESS),OTC
amLOD/BENAZEPRIL CAP 10/40MG,RX
VIRT-PHOS 250 NEUTRAL TAB,RX
MYCOPHENOLATE CAP 250MG,RX
FELODIPINE ER TAB 10MG,RX
OXYBUTYNIN ER TAB 5MG,RX
PROSOURCE PWD (275GM),OTC
CULTURELLE CAP 10B,OTC
VITAMIN B COMPLEX W/C TR TAB,OTC
leucovorin TAB 5MG,RX
KETOROLAC OPTH SOLN 0.5%,RX
CIPROFLOXACIN TAB 250MG,RX
AMOX/POT CLAV TAB 500/125MG,RX
MAGNESIUM CITRATE SOLN,OTC
NALOXONE NASAL SPR 4MG/0.1ML,RX
diltiaZEM ER CAP 240MG,RX
CALCIUM+D/MIN TAB 600MG/800U,OTC
MEDIHONEY WOUND BURN PASTE,OTC
DULoxetine DR CAP 20MG,RX
hydroCHLOROthiazide CAP 12.5MG,RX
INCRUSE ELLIPTA 62.5MCG (#30),RX
OXcarbazepine TAB 150MG,RX
CEPHALEXIN SUSP 250MG/5ML,RX
KRISTALOSE PKT 20GM,RX
carBAMazepine CHEW 100MG,RX
diltiaZEM ER CAP 300MG,RX
ISOSORBIDE MONO ER TAB 60MG,RX
DICLOFENAC PATCH 1.3%,RX
VALPROIC ACID CAP 250MG,RX
OSTEO BI-FLEX/5-LOXIN ADVANCED JOINT CARE  TABS,OTC
SOD.FERRIC GLUCONATE 12.5MG/ML,IV DRUG
TRIAMCINOLONE 40MG/ML VL-5ML,RX
methylPREDNISolone 16MG TAB,RX
FLULAVAL QUAD 2021-2022 PFS,RX
SILDENAFIL CITRATE 10MG/ML SUS,RX
PALIPERIDONE ER 9MG TAB,RX
MAGNESIUM SULF 2GM/50ML SOLN,IV DRUG
TROKENDI XR 50MG CAP,RX
"GENTAMICIN SULFATE MDV,LATEX-FREE 100 MG 102.5 MLS",IV DRUG
"ENDOFORM NON-FENES 2"""" X 2"""" SHEET",IV SUPPLY
DEPAKOTE SPRINKLE 125MG CAPSULE SA,RX
"DESMOPRESSIN ACETATE P/F,LATEX-FREE,OUTER 4MCG/1ML",RX
CIPRO 250MG/5ML SUS MC REC,RX
C-HYDRO1%-NYSTAT-ZNOX 1:1:1 CR,RX
DESMOPRESSIN ACET 0.2MG TAB,RX
"BIOPATCH 1""-4MM",IV SUPPLY
IV-LEVETIR 1250MG/100ML 0.9%NS,IV DRUG
IV-LEVETIRACET 1250MG/100ML NS,IV DRUG
"EPOGEN 20,000 UNIT/ML SDV",RX
SODIUM CHLORIDE 3% NEBULE-15ML,RX
TRANSCEND 15G GLUCOSE PACK,OTC
DOVATO 50-300MG TAB,RX
BURN JEL (LICOCAINE 4% GEL),OTC
LACOSAMIDE 200MG TAB,RX
MILK OF MAGN SUS 1200/15,OTC
C-SILV-NYS-ZNOX-HYD CR 1:1:1:1,RX
C-HYDR-LIDO-NYST-SSD CR1:1:1:1,RX
SONAFINE EMULSION,RX
carBAMazepine 400MG ER TAB,RX
TRIPLE ANTIBIOTIC PLUS OINT.,OTC
MAXORB EXTRA AG+ PAD 4 x 4.75,IV SUPPLY
CERAVE MOISTURIZING LOTION LOTION,OTC
"CALCIUM-VIT D3 P/F, S/F, G/F 600MG-20MCG TABLET",OTC
AUBAGIO F/C 14MG TABLET,RX
"CEFTRIAXONE LATEX-FREE, P/F, SUV 1 GM 100 MLS (SOD",IV DRUG
EZETIMIBE-SIMVASTATIN 10 MG-40MG TABLET,RX
VITAMIN E 90MG(200U) CAPSULE,OTC
"MESALAMINE U-D,7X60ML 4GM/60ML ENEMA",RX
RAMIPRIL 10MG CAPSULE,RX
PREVNAR 20 SYRINGE,RX
LOSARTAN-HCTZ 100-12.5 MG TAB,RX
CORICIDIN HBP C/CN/CGH SOFTGEL,OTC
"NYSTATIN 100,000 UNIT/GM POWD",RX
CALCIUM ACETATE 667 MG TABLET,RX
FIRVANQ 25 MG/ML SOLUTION,RX
PAROXETINE HCL 30 MG TABLET,RX
EXCEDRIN EXTRA STRENGTH CAPLET,OTC
GLIPIZIDE XL 5 MG TABLET,RX
SODIUM CHLORIDE 5% EYE OINT,OTC
SOLOSITE WOUND GEL,OTC
GLUCAGON 1 MG EMERGENCY KIT,RX
GLUCOS-CHOND 500/400MG CAPLET,OTC
DEXAMETHASONE 0.1% EYE DROP,RX
BETAMETHASONE VA 0.1% CREAM,RX
TOBRAMYCIN-DEXAMETH OPHTH SUSP,RX
OPCON-A EYE DROPS,OTC
NASAL DECONG 120 MG SA CPLT,OTC
REFRESH CELLUVISC 1% DROP -AMP,OTC
NORMAL SALIN INJ 0.9%,IV SUPPLY
HALLS COUGH LOZ HON-LEM,OTC
REPLENS VAGINAL MOISTURIZ,OTC
PREVAGEN CAP 20MG,OTC
GUAIFENESIN TAB 400MG,OTC
AMMONIUM LACTATE FRAGRANCE FREE 12% 12% CREAM(GM),OTC
"PROSOURCE NO CARB 4'S,LAC/GLU FREE 15 G-60/30 LIQU",OTC
BISMUTH SUBSALICYLATE 262MG TAB CHEW,OTC
ADVAIR HFA 120DOSE INH 45-21MCG AER W/ADAP,RX
"PROCHLORPERAZINE EDISYLATE LATEX-FREE, OUTER 10MG/",RX
MULTIVIT-MINERALS 7.5 MG-400 TABLET,OTC
OXCARBAZEPINE OS 300MG/5ML ORAL SUSP,RX
DEXLANSOPRAZOLE DR 60MG CAP DR BP,RX
NEBIVOLOL HCL 10MG TABLET,RX
TACROLIMUS 0.1 % OINT. (G),RX
LACOSAMIDE 50MG TAB,RX
IV-CEFEPIME 1GM/100ML D5%W,IV DRUG
TONER TN760,SUPPLY-NON IV
DISCOUNT CREDIT,MISC
LACOSAMIDE 150MG TAB,RX
IV-VANCOMYCIN 850MG/250ML NS,IV DRUG
KCL 20MEQ D5W/NACL0.45% 1000ML,IV DRUG
ZyPREXA 5MG TAB,RX
FOLPLEX 2.2 TAB,RX
BELSOMRA TAB 15MG,RX
DANTROLENE CAP 50MG,RX
LACOSAMIDE TAB 200MG,RX
NAPROXEN TAB 375MG,RX
AMLOD/OLMESA TAB 10-20MG,RX
LITHIUM CARBONATE ER 300 MG TB,RX
MINERIN DRY SKIN CREAM,OTC
PIPER-TAZOB 3.37GM/100ML MB+,IV DRUG
MICONAZOLE 2% TOPICAL CREAM,OTC
CYCLOSPORINE MODIFIED 100 MG,RX
MG-PLUS-PROTEIN TABLET,OTC
HYDROXYZINE PAM 50 MG CAP,RX
VRAYLAR 1.5 MG CAPSULE,RX
DROXIDOPA 100 MG CAPSULE,RX
DILTIAZEM -ER 360 MG CAP,RX
clonazePAM ODT 0.5MG,RX
CAPECITABINE TAB 150MG,RX
HYDROCORTISONE MAXIMUM STRENGTH 1 % OINT. (G),OTC
METRONIDAZOLE 1 % GEL (GRAM),RX
"CEFTAZIDIME SDV, LATEX-FREE 500 MG 100 MLS (SODIUM",IV DRUG
"CHLORASEPTIC A/F, S/F 1.4% SPRAY",OTC
"VANCOMYCIN HCL P/F, MUV 750 MG 257.5 MLS (SODIUM C",IV DRUG
BENEFIBER 1GM TAB CHEW,OTC
VERAPAMIL SR 240MG CAP24H PEL,RX
ALOCANE EMERGENCY BURN 4% GEL,OTC
EPLERENONE 50MG TAB,RX
DALFAMPRIDINE ER 10MG TAB,RX
VARIVAX 1350PFU/0.5ML INJ.,RX
FINASTERIDE 1MG TAB,RX
ACETYLCYSTEINE 10% SOLN (10ML),RX
predniSONE 5MG/5ML LIQUID,RX
ALPRAZOLAM ER 1MG TAB ER 24H,RX
IRBESARTAN 300MG TABLET,RX
COENZYME Q-10 100MG SOFTGEL,OTC
VAGISIL MAX-STR 20%-3% CREAM(GM),OTC
SEMGLEE (YFGN) 100UNIT/1ML INSULN PEN,RX
VALSARTAN-HYDROCHLOROTHIAZIDE F/C 160-12.5MG TABLE,RX
NICOTINE PATCH OUTER 21MG24H PATCH TD24,IV SUPPLY
NICOTINE LOZENGE 2MG LOZENGE,IV SUPPLY
REFRESH PM OPTH OINT (PF),OTC
prednisoLONE AC OPTH SUSP 1%,RX
MINERIN CRM,OTC
REMEDY ANTIFUNGAL PWD 2%,OTC
EUCERIN ECZEMA RELIEF CRM 1%,OTC
SCOPOLAMINE PATCH 1MG/3DAY,RX
AMOX/POT CLAV SUSP 600MG/5ML,RX
TOUJEO MAX SOLOSTAR 300U/ML,RX
ALPHA LIPOIC ACID TAB 300MG,OTC
"HYDROFERA BLUE FOAM DRS 2X2""",IV SUPPLY
CALCITONIN NASAL SPRAY 200U,RX
CATHFLO ACTIVASE INJ 2MG,IV DRUG
STERILE H20 FOR INJ (10ML),IV SUPPLY
METOPROLOL TART TAB 75MG,RX
morphine CONC 20MG/ML,RX
BIOFREEZE ROLL ON GEL 4%,OTC
NASAL RELIEF SPRAY 0.05%,OTC
FERROUS SULF SOLN 220MG/5ML,OTC
FAMOTIDINE OTC TAB 10MG,OTC
PROCTOZONE HC CRM 2.5%,RX
MURO 128 OPTH OINT 5%,OTC
OFLOXACIN OPTH SOLN 0.3%,RX
RESTASIS OPTH EMUL 0.05%,RX
SYSTANE COMPLETE SOLN 0.6%,OTC
CITRACAL+D SLOW RELEASE TAB,OTC
ATROPINE OPTH SOLN 1%,RX
LEVOTHYROXINE CAP 112MCG,RX
CENTRUM SILVER WOMEN'S TAB,OTC
LIDOCAINE PF INJ 1% (5ML),RX
SENNA SYR 8.8MG/5ML,OTC
ACETAMINOPHEN LIQ 160MG/5ML,OTC
EZETIMIBE/SIMVAST TAB 10/20MG,RX
OxyCONTIN CR TAB 10MG,RX
OSTEO BI-FLEX ONE-PER-DAY TAB,OTC
PRENATAL TAB 27/0.8MG,OTC
BIOTIN TAB 10000MCG,OTC
diphenhydrAMINE CAP 25MG,OTC
CULTURELLE PRO-WELL CAP,OTC
TRELEGY ELLIPTA 100MCG (#28),RX
OxyCONTIN CR TAB 10MG (UD),RX
hydrOXYzine HCL TAB 25MG,RX
RETACRIT INJ 4000U/ML,RX
NITROFURANTOIN MACRO CAP 100MG,RX
CIPROFLOX/DEXAMETH OTIC SUSP,RX
ARNUITY ELLIPTA 200MCG (#30),RX
IV VANCOMYCIN 1000MG/D5W 200ML,IV DRUG
CETIRIZINE/PSE TAB 5/120MG,OTC
DEXLANSOPRAZOLE DR CAP 30MG,RX
TOBRAMYCIN INH SOLN 300MG/5ML,RX
BRIMON/TIMO OPTH SOLN 0.2/0.5%,RX
METOCLOPRAMIDE SOLN 5MG/5ML,RX
PROLENSA OPTH SOLN 0.07%,RX
LUBRIFRESH PM OPTH OINT,OTC
PYRIDOSTIGMINE ER TAB 180MG,RX
ESTRADIOL VAG CRM 0.1MG/GM,RX
KAPSPARGO SPRINKLE CAP 25MG,RX
TRIAMT/HCTZ TAB 37.5/25MG,RX
IV SOD CHLORIDE 0.45% (1L),IV DRUG
ARANESP PFS 100MCG/0.5ML,RX
ASPART PEN 70/30 (NovoLOG MIX),RX
SEVELAMER HCL TAB 800MG,RX
SOTALOL TAB 120MG,RX
SPIRIVA HANDIHALER 18MCG (#30),RX
NYSTATIN OINT,RX
cloNIDine PATCH 0.3MG/24HR,RX
GABAPENTIN SOLN 250MG/5ML,RX
